Date (YYYYMMDD),YYYY,M,D,latitude,longitude,start time (UTC),Jesse Check,Bill add,Notes,New GOES Notes,Julian day,GOES Raw,GOES Images,,,,,,,,
20080521,2008,5,21,34.2,-107.6,2030,x,,,NM,,x,x,,,20190222,,,,,
20080521,2008,5,21,32.18,-107.74,1800,x,,,Southern NM,,,,,,20190223,,,,,
20080521,2008,5,21,31.29,-107.81,1800,x,,,Northern CHH,,,,,,20190228,,,,,
20080522,2008,5,22,36.6,-120,1600,x,,,Central CA,08143,x,x,,,20190312,,,,,
20080522,2008,5,22,31.04,-115.21,1600,,x,,Baja,08143,x,x,,,20190312,,,,,
20080522,2008,5,22,29.2,-111.71,1830,x,,,SON,08143,x,x,,,20190313,,,,,
20080522,2008,5,22,27.95,-110.5,1830,x,,,Southern SON,,x,x,,,20190403,,,,,
20080522,2008,5,22,31.38,-107.88,1830,x,,,Northern CHH,,,,,,20190409,,,,,
20080522,2008,5,22,29.95,106.63,1830,x,,,CHH,,,,,,20190410,,,,,
20080522,2008,5,22,29.05,-104.6,1630,x,,,Eastern CHH,,,,,,20190411,,,,,
20080523,2008,5,23,31.22,-107.95,1930,x,,,Northern CHH,08144,x,x,,,20190417,,,,,
20080523,2008,5,23,30.1,-106.94,1930,x,,,Northern CHH,,x,x,,,20190426,,,,,
20080604,2008,6,4,31.17,-108,1700,x,,,Northern CHH,08156,x,x,,,20190427,,,,,
20080604,2008,6,4,30.99,-108.65,1700,x,,,Northern CHH,08156,x,x,,,20190427,,,,,
20080604,2008,6,4,32.9,-104.1,1830,,,Fire,Southeastern NM,,,,,,20190505,,,,,
20080604,2008,6,4,32.85,-102.03,1830,x,,,west TX,,,,,,20190507,,,,,
20080604,2008,6,4,33.34,-102.42,2030,x,,,west TX,,,,,,20190509,,,,,
20080604,2008,6,4,29.09,-111.81,2230,x,,,SON,,,,,,20190517,,,,,
20080604,2008,6,4,34.7,-117.5,2330,x,,,Southern CA,,,,,,20190518,,,,,
20080605,2008,6,5,33.68,-102.31,1530,x,,,west TX,08157,x,x,,,20190520,,,,,
20080605,2008,6,5,32.76,-102.08,1930,x,,,west TX,,x,x,,,20190521,,,,,
20080605,2008,6,5,32.24,-107.71,1800,x,,,Southern NM,,,,,,20190522,,,,,
20080610,2008,6,10,39.73,-118.49,1900,,x,,NV,,,,,,20190523,,,,,
20080610,2008,6,10,40.51,-116.95,1900,,x,,NV,,,,,,20190523,,,,,
20080610,2008,6,10,41.34,-113.82,1930,,x,,UT,,,,,,20190523,,,,,
20080622,2008,6,22,39.87,-118.46,1930,,x,,NV,,,,,,20190523,,,,,
20080705,2008,7,5,35.6,-118.1,2230,,,,Southern CA,,,,,,20190526,,,,,
20080710,2008,7,10,,,,,,Fires in Northern CA,,,,,,,20190527,,,,,
20080825,2008,8,25,40.77,-119.2,2030,x,,,Northwestern NV,,,,,,20190528,,,,,
20080825,2008,8,25,39.86,-118.49,2200,x,,,NV,,,,,,20190606,,,,,
20080825,2008,8,25,40.78,-118.06,2200,,x,,NV,,,,,,20190606,,,,,
20080825,2008,8,25,42,-115.2,1930,,,Fire,Northern NV,,,,,,20190614,,,,,
20080830,2008,8,30,40.84,-119.05,2130,x,,,Northwestern NV,,,,,,20190615,,,,,
20080830,2008,8,30,39.85,-118.59,2130,x,,,NV,,,,,,20190621,,,,,
20080830,2008,8,30,40.77,-118.05,2130,,x,,NV,,,,,,20190621,,,,,
20080831,2008,8,31,39.76,-118.53,2130,x,,,NV,,,,,,20190626,,,,,
20080909,2008,9,9,40.81,-119.13,2130,,x,,NV,,,,,,20190621,,,,,
20081011,2008,10,11,35.55,-110.85,1600,x,,,AZ,08285,x,x,,,20190815,,,,,
20081011,2008,10,11,35.3,-110.41,1600,,x,,AZ,08285,x,x,,,20190815,,,,,
20081011,2008,10,11,35.22,-110.15,1600,,x,,AZ,08285,x,x,,,20190815,,,,,
20081013,2008,10,13,33.61,-115.09,1600,,x,,AZ,08287,x,x,,,20190815,,,,,
20081013,2008,10,13,33.42,-114.93,1600,,x,,AZ,08287,x,x,,,20190815,,,,,
20081022,2008,10,22,31.3,-106.8,1730,x,,,Northern CHH,08296,x,x,,,20190823,,,,,
20081109,2008,11,9,32.99,-115.86,1530,x,,,Southern CA,,,,,,20190901,,,,,
20081109,2008,11,9,31.98,-114.81,1630,x,,,MX-BCH,,,,,,20190915,,,,,
20081109,2008,11,9,32.61,-114.5,1800,x,,,sw AZ,,,,,,20190915,,,,,
20081202,2008,12,2,39.65,-115.71,1800,,x,,NV,08337,x,x,,,20190916,,,,,
20081208,2008,12,8,29.39,-106.56,1915,x,,,CHH,08343,x,x,,,20190916,,,,,
20081208,2008,12,8,30.72,-106.54,2000,x,,,Northern CHH,08343,x,x,,,20190928,,,,,
20081208,2008,12,8,30.4,-106.07,2000,x,,,Northern CHH,08343,x,x,,,20191009,,,,,
20081214,2008,12,14,34.64,-103.11,1700,x,,,Eastern NM,08349,x,x,,,20191017,,,,,
20081214,2008,12,14,34.15,-103.31,1700,x,,,Eastern NM,,,,,,20191027,,,,,
20081214,2008,12,14,33.72,-102.74,1800,,x,,west TX,,,,,,20191027,,,,,
20081214,2008,12,14,33.33,-102.78,1800,,x,,west TX,,,,,,20191027,,,,,
20081214,2008,12,14,32.85,-102.82,1800,,x,,west TX,,,,,,20191027,,,,,
20081214,2008,12,14,32.66,-102.06,1800,,x,,west TX,,,,,,20191027,,,,,
20081214,2008,12,14,32.38,-101.73,1800,,x,,west TX,,,,,,20191027,,,,,
20081214,2008,12,14,32.75,-104.26,1700,x,,,Southeastern NM,,,,,,20191028,,,,,
20081214,2008,12,14,29.18,-106.93,1830,,x,,Mexico,,,,,,20191028,,,,,
,,,,,,,,,,All 2009 1330 - 0030 UTC hourly imagery,,x,x,,,20191030,,,,,
20090119,2009,1,19,41.24,-104.24,1730,,x,,se WY,,,,,,,,,,,
20090119,2009,1,19,41.27,-103.99,1730,,x,,sw Nebraska,,,,,,,,,,,
20090119,2009,1,19,41.33,-103.81,1730,,x,,sw Nebraska,,,,,,,,,,,
20090119,2009,1,19,41.37,-103.66,1730,,x,,sw Nebraska,,,,,,,,,,,
20090119,2009,1,19,41.31,-103.5,1730,,x,,sw Nebraska,,,,,,,,,,,
20090119,2009,1,19,41.2,-103.37,1730,,x,,sw Nebraska,,,,,,,,,,,
20090119,2009,1,19,39.72,-103.78,1930,,x,,e Colorado,,,,,,,,,,,
20090119,2009,1,19,39.27,-103.32,1930,,x,,e Colorado,,,,,,,,,,,
20090119,2009,1,19,38.85,-102.91,1930,,x,,e Colorado,,,,,,,,,,,
20090206,2009,2,6,36.57,-101.69,1800,,x,,OK PH,,,,,,,,,,,
20090206,2009,2,6,37.23,-101.12,1800,,x,,sw KS,,,,,,,,,,,
20090210,2009,2,10,29.48,-106.51,1830,x,,haboob,CHH,09041,x,x,,,20191125,,,,,
20090210,2009,2,10,29.78,-105.61,1830,x,,haboob,CHH,09041,x,x,,,20191125,,,,,
20090210,2009,2,10,30.43,-105.21,1800,x,,haboob,CHH,09041,x,x,,,20191125,,,,,
20090210,2009,2,10,30.81,-104.91,1900,x,,haboob,sw texas,09041,x,x,,,20191125,,,,,
20090210,2009,2,10,31.21,-104.68,1900,x,,haboob,sw texas,09041,x,x,,,20191125,,,,,
20090210,2009,2,10,31.11,-103.56,1900,x,,haboob,sw texas,09041,x,x,,,20191125,,,,,
20090210,2009,2,10,29,-104.45,1830,x,,,Eastern CHH,09041,x,x,,,20191126,,,,,
20090210,2009,2,10,28.2,-103.5,2030,x,,,Southeastern CHH,,,,,,20200110,,,,,
20090210,2009,2,10,32.31,-101.56,1830,x,,,TX,,,,,,20200116,,,,,
20090217,2009,2,17,38.7,-103.46,1900,x,,,Eastern CO,09048,x,x,,,20200203,,,,,
20090217,2009,2,17,38.48,-102.92,1900,x,,,Eastern CO,09048,x,x,,,20200203,,,,,
20090217,2009,2,17,38.21,-101.85,1900,x,,,western ks,09048,x,x,,,20200203,,,,,
20090217,2009,2,17,37.3,-102.79,1930,x,,,Southeastern CO,,,,,,20200204,,,,,
20090217,2009,2,17,36.69,-102.68,1930,x,,,Panhandle OK,,,,,,20200208,,,,,
20090217,2009,2,17,36.13,-102,1930,x,,,west TX,,,,,,20200209,,,,,
20090217,2009,2,17,34.49,-102.82,1930,x,,,west TX,,,,,,20200209,,,,,
20090225,2009,2,25,39.86,-118.51,2030,x,,,NV,,,,,,20200217,,,,,
20090226,2009,2,26,40.44,-119.71,1830,x,,,Western NV,,,,,,20200223,,,,,
20090226,2009,2,26,39.8,-118.48,1830,x,,,NV,,,,,,20200224,,,,,
20090226,2009,2,26,39.7,-118.34,1830,x,,,NV,,,,,,20200224,,,,,
20090226,2009,2,26,39.77,-117.98,1830,,x,,NV,,,,,,20200224,,,,,
20090226,2009,2,26,40.42,-117.33,1830,,x,,NV,,,,,,20200224,,,,,
20090226,2009,2,26,38.93,-119.33,1930,,x,,NV,,,,,,20200225,,,,,
20090226,2009,2,26,32.75,-102.19,1930,,x,,w TX,,,,,,20200225,,,,,
20090226,2009,2,26,32.09,-101.93,1930,,x,,w TX,,,,,,20200225,,,,,
20090226,2009,2,26,31.04,-103.01,1930,,x,,w TX,,,,,,20200225,,,,,
20090303,2009,3,3,39.84,-118.64,1900,x,,,NV,,,,,,20200229,,,,,
20090303,2009,3,3,40.28,-113.5,1930,x,,,Western UT,,,,,,20200305,,,,,
20090303,2009,3,3,38.85,-113.13,1930,,x,,UT,,,,,,20200313,,,,,
20090303,2009,3,3,38.9,-112.65,1930,x,,,UT,,,,,,20200313,,,,,
20090304,2009,3,4,40.14,-113.57,1730,x,,,Western UT,09063,x,x,,,20200314,,,,,
20090304,2009,3,4,39,-113.09,1730,x,,,UT,,x,x,,,20200315,,,,,
20090304,2009,3,4,38.7,-112.76,1730,x,,,UT,,,,,,20200324,,,,,
20090305,2009,3,5,37.78,-105.84,1900,,x,,south CO,,,,,,20200324,,,,,
20090305,2009,3,5,39.67,-103.21,1700,,x,,eastern CO,,,,,,20200324,,,,,
20090307,2009,3,7,34.69,-105.89,1730,x,,,Central NM,09066,x,x,,,20200327,,,,,
20090322,2009,3,22,36.2,-111.02,1830,x,,,Northern AZ,09081,x,x,,,20200328,,,,,
20090322,2009,3,22,35.75,-111.02,1830,x,,,AZ,09081,x,x,,,20200330,,,,,
20090322,2009,3,22,35.48,-110.98,1830,x,,,AZ,09081,x,x,,,20200330,,,,,
20090322,2009,3,22,35.39,-110.51,1830,x,,,AZ,09081,x,x,,,20200330,,,,,
20090322,2009,3,22,36.8,-109.58,1830,x,,,Northeastern AZ,,x,x,,,20200331,,,,,
20090322,2009,3,22,37.59,-117.22,2300,x,,,NV,,,,,,20200413,,,,,
20090322,2009,3,22,35.74,-117.27,2100,x,,,Southern CA,,,,,,20200430,,,,,
20090322,2009,3,22,35.45,-116.58,2100,x,,,Southern CA,,,,,,20200430,,,,,
20090323,2009,3,23,37.21,-101.56,1500,,x,,sw KS,,,,,,20200430,,,,,
20090323,2009,3,23,36.83,-101.81,1600,,x,,OK PH,,,,,,20200430,,,,,
20090324,2009,3,24,38.84,-102.5,1700,,x,,eastern CO,,,,,,20200324,,,,,
20090324,2009,3,24,38.91,-103.16,1700,,x,,eastern CO,,,,,,20200324,,,,,
20090324,2009,3,24,37.48,-101.28,1700,,x,,sw KS,,,,,,,,,,,
20090324,2009,3,24,37.41,-99.92,1800,,x,,sw KS,,,,,,,,,,,
20090329,2009,3,29,39.69,-118.41,1730,x,,,NV,09088,x,x,,,20200511,,,,,
20090329,2009,3,29,37.65,-117.65,1930,x,,,NV,09088,x,x,,,20200519,,,,,
20090329,2009,3,29,36.6,-109.92,1930,x,,Cloud coverage,Northeastern AZ,,,,,,20200530,,,,,
20090330,2009,3,30,32.71,-102.45,1600,x,,,west TX,09089,x,x,,,20200603,,,,,
20090330,2009,3,30,31.11,-103.54,1630,x,,,Western TX,09089,x,x,,,20200605,,,,,
20090330,2009,3,30,34.08,-103.05,1730,,x,,eastern nm,09089,x,x,,,20200605,,,,,
20090330,2009,3,30,34.22,-102.21,1730,,x,,eastern nm,09089,x,x,,,20200605,,,,,
20090330,2009,3,30,31.38,-107,1800,x,,,Northern CHH,,x,x,,,20200606,,,,,
20090402,2009,4,2,39.92,-118.35,2230,x,,,NV,,,,,,20200612,,,,,
20090402,2009,4,2,37.96,-117.35,2230,x,,,NV,,,,,,20200616,,,,,
20090403,2009,4,3,36.2,-111.09,1630,x,,,AZ,09093,x,x,,,20200703,,,,,
20090403,2009,4,3,35.82,-110.95,1630,x,,,AZ,09093,x,x,,,20200628,,,,,
20090403,2009,4,3,35.49,-110.83,1630,x,,,AZ,09093,x,x,,,20200628,,,,,
20090403,2009,4,3,35.11,-110.74,1630,x,,,AZ,09093,x,x,,,20200628,,,,,
20090403,2009,4,3,35.05,-110.18,1630,x,,,AZ,09093,x,x,,,20200628,,,,,
20090403,2009,4,3,36.56,-109.72,1630,x,,,AZ,09093,x,x,,,20200628,,,,,
20090403,2009,4,3,36.11,-108.22,1630,x,,,Northwestern NM,,x,x,,,20200704,,,,,
20090403,2009,4,3,34.42,-116.39,1800,x,,,Southern CA,,,,,,20200712,,,,,
20090404,2009,4,4,35.3,-101.28,1700,x,,,west TX,09094,x,x,,,20200714,,,,,
20090404,2009,4,4,34.51,-102.99,1700,x,,,west TX,09094,x,x,,,20200714,,,,,
20090404,2009,4,4,32.57,-102.49,1600,x,,,TX,09094,x,x,,,20200730,,,,,
20090404,2009,4,4,32.25,-101.72,1600,x,,,TX,09094,x,x,,,20200730,,,,,
20090407,2009,4,7,39.89,-118.45,1830,x,,,NV,,,,,,20200731,,,,,
20090407,2009,4,7,37.81,-117.58,1830,x,,,NV,,,,,,20200801,,,,,
20090408,2009,4,8,35.46,-110.91,1630,x,,,AZ,09098,x,x,,,20200802,,,,,
20090408,2009,4,8,35.36,-110.78,1630,x,,,AZ,09098,x,x,,,20200802,,,,,
20090408,2009,4,8,35.16,-110.64,1630,x,,,AZ,09098,x,x,,,20200802,,,,,
20090408,2009,4,8,36.56,-109.67,1630,x,,,Northeastern AZ,09098,x,x,,,20201014,,,,,
20090408,2009,4,8,36.24,-108.61,1630,x,,,Northwestern NM,09098,x,x,,,20201015,,,,,
20090408,2009,4,8,35.84,-108.63,1630,x,,,Northwestern NM,09098,x,x,,,20201015,,,,,
20090408,2009,4,8,37.85,-105.72,2000,x,,,S CO,09098,x,x,,,20201015,,,,,
20090409,2009,4,9,33.69,-102.9,1500,x,,,west TX,09099,x,x,,,20201025,,,,,
20090409,2009,4,9,33.27,-102.62,1500,x,,,west TX,09099,x,x,,,20201026,,,,,
20090409,2009,4,9,32.49,-101.92,1500,x,,,west TX,09099,x,x,,,20201026,,,,,
20090412,2009,4,12,31.06,-103.59,1500,x,,,southwest TX,09102,x,x,,,20201026,,,,,
20090415,2009,4,15,35.93,-111.1,1530,x,,,northeast AZ,09105,x,x,,,20201027,,,,,
20090415,2009,4,15,35.28,-110.7,1530,x,,,northeast AZ,09105,x,x,,,20201027,,,,,
20090415,2009,4,15,35.09,-110.14,1530,x,,,northeast AZ,09105,x,x,,,20201027,,,,,
20090415,2009,4,15,26.09,-103.22,1830,,,Out of range on visual,COA,,x,x,,,20201109,,,,,
20090422,2009,4,22,40.41,-119.7,2130,x,,,Western NV,,,,,,20201114,,,,,
20090422,2009,4,22,39.9,-118.35,2230,x,,,NV,,,,,,20201117,,,,,
20090423,2009,4,23,39.83,-118.32,1700,x,,,NV,,,,,,20201124,,,,,
20090425,2009,4,25,35.98,-111.02,1730,,x,,AZ,09115,x,x,,,20201211,,,,,
20090425,2009,4,25,35.62,-110.91,1730,,x,,AZ,09115,x,x,,,20201211,,,,,
20090425,2009,4,25,35.28,-110.59,1730,,x,,AZ,09115,x,x,,,20201211,,,,,
20090425,2009,4,25,34.81,-110.31,1730,x,,,AZ,09115,x,x,,,20201211,,,,,
20090425,2009,4,25,36.7,-109.9,1830,x,,,Northeastern AZ,09115,x,x,,,20201212,,,,,
20090425,2009,4,25,35.92,-108.61,1830,,x,,northwest NM,09115,x,x,,,20201212,,,,,
20090428,2009,4,28,38.9,-112.68,1730,x,,,UT,,,,,,20201213,,,,,
20090428,2009,4,28,39.8,-118.42,2130,x,,,NV,,,,,,20201215,,,,,
20090505,2009,5,5,39.91,-118.41,1830,x,,,NV,09125,x,x,,,20201223,,,,,
20090506,2009,5,6,39.87,-118.46,1800,x,,,NV,,,,,,20201229,,,,,
20090519,2009,5,19,40.44,-119.73,1800,x,,,NV,,,,,,20201229,,,,,
20090605,2009,6,5,38.78,-113.32,2030,x,,Cloud cover,UT,,,,,,,,,,,
20090605,2009,6,5,38.9,-112.8,2030,x,,Cloud cover,UT,,,,,,,,,,,
20090620,2009,6,20,35.26,-117.02,2030,x,,,Southern CA,,,,,,,,,,,
20090621,2009,6,21,38.76,-113.21,1900,x,,,UT,,,,,,,,,,,
20090621,2009,6,21,38.89,-112.93,1900,x,,,UT,,,,,,,,,,,
20090621,2009,6,21,38.95,-112.61,1900,x,,,UT,,,,,,,,,,,
20090806,2009,8,6,38.58,-113.34,1630,x,,,UT,09218,x,x,,,,,,,,
20090806,2009,8,6,38.71,-112.99,1830,x,,,UT,,,,,,,,,,,
20090806,2009,8,6,38.89,-112.59,1830,x,,,UT,,,,,,,,,,,
20090806,2009,8,6,39.3,-113.1,1730,x,,,UT,,,,,,,,,,,
20090807,2009,8,7,35.47,-110.59,1730,x,,,AZ,,,,,,,,,,,
20090808,2009,8,8,37.8,-108.5,1930,,,Fire,Southwestern CO,,,,,,,,,,,
20090812,2009,8,12,32.02,-115.37,1800,,x,,northern Baja,,,,,,,,,,,
20090829,2009,8,29,,,,,,Fire,Southern CA,,,,,,,,,,,
20090829,2009,8,29,37.9,-117.05,2100,,x,,Nevada,,,,,,,,,,,
20090921,2009,9,21,36.2,-111.28,1730,,,,Northern AZ,,,,,,,,,,,
20090921,2009,9,21,36.9,-108.9,1930,,,,Northwestern NM,,,,,,,,,,,
20090929,2009,9,29,38.65,-113.31,1900,x,,,UT,,,,,,,,,,,
20090930,2009,9,30,36.65,-109.66,1700,x,,,Northeastern AZ,09273,x,x,,,,,,,,
20090930,2009,9,30,36.06,-111.51,1900,x,,,Northern AZ,09273,x,x,,,,,,,,
20090930,2009,9,30,35.45,-110.69,1700,x,,,AZ,09273,x,x,,,,,,,,
20091004,2009,10,4,35.18,-110.65,1930,x,,,AZ,09277,x,x,,,,,,,,
20091004,2009,10,4,35.25,-117,2130,x,,,Southern CA,,x,x,,,,,,,,
20091028,2009,10,28,35.2,-116.5,1730,,,,Southern CA,09301,x,x,,,,,,,,
20091028,2009,10,28,31.89,-115.14,1930,x,,,MX-BCN,,,,,,,,,,,
20091120,2009,11,20,38.95,-119.35,1830,x,,,Western NV,,,,,,,,,,,
20091120,2009,11,20,39.91,-118.43,1900,x,,,NV,,,,,,,,,,,
20091128,2009,11,28,32.87,-111.5,1900,x,,,AZ,,,,,,,,,,,
20091208,2009,12,8,31.7,-104.97,1930,x,,,Western TX,,,,,,,,,,,
20091208,2009,12,8,30.76,-106.55,1800,x,,,Northern CHH,,,,,,,,,,,
20091208,2009,12,8,30.79,-105.9,1800,x,,,Northern CHH,,,,,,,,,,,
20091208,2009,12,8,29.24,-106.69,1800,x,,,CHH,,,,,,,,,,,
20091208,2009,12,8,33.6,-106.57,1800,x,,,NM,,,,,,,,,,,
20091222,2009,12,22,31.05,-112.91,1830,x,,,SON,09356,x,x,,,,,,,,
20091222,2009,12,22,30.66,-112.33,2100,x,,,SON,,,,,,,,,,,
20091222,2009,12,22,31.95,-115.15,1830,x,,,Western SON,,,,,,,,,,,
,,,,,,,,,,All 2010 1330 - 0030 UTC hourly imagery,,x,x,,,,,,,,
,,,,,,,,,MISSING DATA FROM 1/2/2010 - 1/21/2010,,,,,,,,,,,,
20100119,2010,1,19,31.07,-107.5,1800,x,,,Northern CHH,10019,x,x,,,,,,,,
20100119,2010,1,19,31.11,-107.24,1800,x,,,Northern CHH,10019,x,x,,,,,,,,
20100119,2010,1,19,30.72,-106.95,1800,x,,,Northern CHH,10019,x,x,,,,,,,,
20100121,2010,1,21,30.88,-106.89,2000,x,,,Northern CHH,10021,x,x,,,,,,,,
20100122,2010,1,22,29,-104.58,1730,x,,,CHH,,,,,,,,,,,
20100220,2010,2,20,31.24,-107.81,2000,x,,,Northern CHH,,,,,,,,,,,
20100220,2010,2,20,30.74,-106.95,2100,x,,,Northern CHH,,,,,,,,,,,
20100228,2010,2,28,29.6,-106.08,1700,x,,,CHH,10059,x,x,,,,,,,,
20100228,2010,2,28,29,-104.45,1930,x,,,CHH,,x,x,,,,,,,,
20100228,2010,2,28,27.58,-105.29,1930,x,,,CHH,,,,,,,,,,,
20100228,2010,2,28,27.29,-104.89,1930,x,,,CHH,,,,,,,,,,,
20100308,2010,3,8,32.59,-102.45,1730,x,,,west TX,10067,x,x,,,,,,,,
20100308,2010,3,8,33.19,-102.21,1730,,x,,west TX,10067,x,x,,,,,,,,
20100310,2010,3,10,32.72,-102.1,1630,x,,,west TX,10069,x,x,,,,,,,,
20100310,2010,3,10,32.21,-101.63,1630,x,,,west TX,10069,x,x,,,,,,,,
20100310,2010,3,10,31.62,-99.91,1800,x,,,Central TX,,x,x,,,,,,,,
20100310,2010,3,10,31.07,-103.51,1700,x,,,southwest TX,,,,,,,,,,,
20100318,2010,3,18,41,-118.81,1800,x,,,Western NV,,,,,,,,,,,
20100318,2010,3,18,39.78,-118.71,1800,,x,,Western NV,,,,,,,,,,,
20100319,2010,3,19,36,-111.19,1930,x,,,AZ,,,,,,,,,,,
20100326,2010,3,26,34.15,-107.57,1630,x,,,NM,10085,x,x,,,,,,,,
20100326,2010,3,26,32.17,-109.7,1830,x,,,Southeastern AZ,10085,x,x,,,,,,,,
20100326,2010,3,26,32.48,-108.91,1930,x,,,Southern NM,10085,x,x,,,,,,,,
20100326,2010,3,26,32.87,-106.22,1930,x,,,Southern NM,10085,x,x,,,,,,,,
20100326,2010,3,26,31.51,-107.96,1930,x,,,Northern CHH,10085,x,x,,,,,,,,
20100326,2010,3,26,31.75,-107.37,1900,,x,,Northern CHH,10085,x,x,,,,,,,,
20100326,2010,3,26,31.1,-107.92,2000,x,,,Northern CHH,,,,,,,,,,,
20100326,2010,3,26,31.15,-107.23,2000,x,,,CHH,,,,,,,,,,,
20100326,2010,3,26,30.7,-107.02,2000,x,,,CHH,,,,,,,,,,,
20100326,2010,3,26,30.49,-106.5,2030,x,,,CHH,,,,,,,,,,,
20100326,2010,3,26,30.09,-106.03,2030,x,,,CHH,,,,,,,,,,,
20100326,2010,3,26,29.2,-106.27,2030,x,,,CHH,,,,,,,,,,,
20100330,2010,3,30,39.78,-118.64,1930,x,,Cloud cover,NV,,,,,,,,,,,
20100330,2010,3,30,38.05,-117.53,1730,,x,Cloud cover,NV,,,,,,,,,,,
20100330,2010,3,30,39.02,-112.59,2000,x,,Cloud cover,UT,,,,,,,,,,,
20100331,2010,3,31,35.5,-110.98,2000,x,,,AZ,10090,x,x,,,,,,,,
20100331,2010,3,31,35.34,-110.57,2000,x,,,AZ,10090,x,x,,,,,,,,
20100401,2010,4,1,32.42,-108,1630,x,,,Southern NM,10091,x,x,,,,,,,,
20100401,2010,4,1,31.51,-107.59,1630,x,,,Northern CHH,10091,x,x,,,,,,,,
20100401,2010,4,1,30.78,-107.82,1630,x,,,Northern CHH,10091,x,x,,,,,,,,
20100401,2010,4,1,30.2,-107.29,1630,x,,,CHH,,,,,,,,,,,
20100401,2010,4,1,30.9,-106.81,1630,,x,,CHH,,,,,,,,,,,
20100405,2010,4,5,35.85,-110.99,1830,x,,,AZ,10095,x,x,,,,,,,,
20100405,2010,4,5,35.45,-110.97,1830,,x,,AZ,10095,x,x,,,,,,,,
20100405,2010,4,5,35.23,-110.59,1830,,x,,AZ,10095,x,x,,,,,,,,
20100405,2010,4,5,36.33,-108.59,1930,x,,,Northwestern NM,10095,x,x,,,,,,,,
20100405,2010,4,5,35.86,-108.65,1930,x,,,Northwestern NM,10095,x,x,,,,,,,,
20100405,2010,4,5,38.01,-105.84,2100,x,,,CO,10095,x,x,,,,,,,,
20100412,2010,4,12,35.7,-110.72,1930,x,,,AZ,10102,x,x,,,,,,,,
20100412,2010,4,12,35.18,-110.65,1930,x,,,AZ,10102,x,x,,,,,,,,
20100412,2010,4,12,36.2,-109.5,1930,x,,,Northeastern AZ,,x,x,,,,,,,,
20100412,2010,4,12,36.73,-109.72,1930,x,,,Northeastern AZ,,x,x,,,,,,,,
20100412,2010,4,12,35.87,-108.64,1930,x,,,Northwestern NM,,x,x,,,,,,,,
20100412,2010,4,12,36.53,-108.54,1930,x,,,Northwestern NM,,x,x,,,,,,,,
20100422,2010,4,22,29.79,-106.08,2100,x,,,CHH,10112,x,x,,,,,,,,
20100422,2010,4,22,29,-104.52,2100,x,,,Eastern CHH,10112,x,x,,,,,,,,
20100422,2010,4,22,26.91,-103.58,2100,x,,,Western COA,,x,x,,,,,,,,
20100422,2010,4,22,25.89,-102.98,2100,,,Out of range,,,x,x,,,,,,,,
20100422,2010,4,22,25.41,-102.98,2100,,,Out of range,,,x,x,,,,,,,,
20100423,2010,4,23,28.94,-104.5,1900,x,,,Eastern CHH,10113,x,x,,,,,,,,
20100423,2010,4,23,26.81,-103.72,1930,x,,,Southeastern CHH,,x,x,,,,,,,,
20100423,2010,4,23,25.85,-103.19,1930,,,Out of range,,,x,x,,,,,,,,
20100423,2010,4,23,24.42,-103.11,1900,,,Out of range,,,x,x,,,,,,,,
20100424,2010,4,24,36.42,-108.51,1630,x,,,Northwestern NM,10114,x,x,,,,,,,,
20100427,2010,4,27,39.78,-118.62,1930,x,,Cloud cover,NV,,,,,,,,,,,
20100428,2010,4,28,36.04,-111.28,1730,x,,,AZ,10118,x,x,,,,,,,,
20100428,2010,4,28,35.71,-111.16,1730,x,,,AZ,10118,x,x,,,,,,,,
20100428,2010,4,28,35.28,-110.89,1730,x,,,AZ,10118,x,x,,,,,,,,
20100428,2010,4,28,36.59,-109.73,2000,x,,,Northern AZ,10118,x,x,,,,,,,,
20100428,2010,4,28,36.5,-109,2000,x,,,Northwestern NM,,x,x,,,,,,,,
20100428,2010,4,28,35.92,-108.5,2000,x,,,Northwestern NM,,,,,,,,,,,
20100428,2010,4,28,37.85,-105.9,2000,x,,,Southern CO,,,,,,,,,,,
20100428,2010,4,28,37.73,-117.48,2130,x,,,NV,,,,,,,,,,,
20100429,2010,4,29,32.19,-108.52,2000,x,,,Southwestern NM,,x,x,,,,,,,,
20100429,2010,4,29,31.71,-108.46,1730,x,,,Southwestern NM,10119,x,x,,,,,,,,
20100429,2010,4,29,32.86,-106.26,1730,x,,,Southern NM,10119,x,x,,,,,,,,
20100429,2010,4,29,31.5,-107.26,1730,x,,,Northern CHH,,x,x,,,,,,,,
20100429,2010,4,29,31.51,-107.99,1730,x,,,Northern CHH,,x,x,,,,,,,,
20100429,2010,4,29,31.08,-107.47,1730,x,,,Northern CHH,,x,x,,,,,,,,
20100502,2010,5,2,34.12,-115.1,1730,x,,,Southern CA,10122,x,x,,,,,,,,
20100503,2010,5,3,39.82,-118.44,2030,x,,,NV,,,,,,,,,,,
20100504,2010,5,4,41.81,-103.17,2030,x,,,NV,,,,,,,,,,,
20100505,2010,5,5,35.52,-110.83,1930,x,,,AZ,10125,x,x,,,,,,,,
20100505,2010,5,5,35.19,-110.52,1930,x,,,AZ,10125,x,x,,,,,,,,
20100505,2010,5,5,36,-108.6,1930,x,,,Northwestern NM,10125,x,x,,,,,,,,
20100506,2010,5,6,35.18,-110.51,1900,x,,,AZ,10126,x,x,,,,,,,,
